(0 0.2 0 0 0 0 0.4 0.4),0.14743177421815387
(0 0.2 0 0 0 0 0.6000000000000001 0.2),0.1523707490465291
(0 0 0 0 0 0 0.6000000000000001 0.4),0.15255119908466808
(0 0.4 0 0 0 0 0.2 0.4),0.15363550419527092
(0 0.4 0 0 0 0 0.4 0.2),0.15380720671243336
(0 0.2 0 0 0 0 0.2 0.6000000000000001),0.15845673989321135
(0 0 0 0 0 0 0.4 0.6000000000000001),0.15941197559115172
(0.2 0.4 0 0 0 0 0.2 0.2),0.16085910280244076
(0 0 0 0 0 0 0.8 0.2),0.16159636918382908
(0.2 0.6000000000000001 0 0 0 0 0 0.2),0.16322239729519458
(0 0.6000000000000001 0 0 0 0 0.2 0.2),0.1666918886346301
(0.2 0.6000000000000001 0 0 0 0 0.2 0),0.16731467155911517
(0.2 0.4 0 0 0 0 0 0.4),0.16790107415255537
(0 0.4 0 0 0.2 0 0.2 0.2),0.16817563081617087
(0 0.4 0 0 0 0 0.6000000000000001 0),0.16852348283752844
(0 0.4 0 0 0 0 0 0.6000000000000001),0.16866471395880997
(0.2 0.4 0 0 0 0 0.4 0),0.16936504788253234
(0.2 0.2 0 0 0 0 0.4 0.2),0.16965069295041946
(0 0.6000000000000001 0 0 0 0 0 0.4),0.17022547673531663
(0 0.2 0 0 0 0 0.8 0),0.1705421205186881
(0 0.4 0 0.2 0 0 0.2 0.2),0.17152790541571317
(0.2 0.2 0 0 0 0 0.2 0.4),0.17236747634630062
(0 0.6000000000000001 0 0 0.2 0 0 0.2),0.17305815662344268
(0 0.2 0 0.2 0 0 0.4 0.2),0.17318028070175426
(0 0.4 0 0 0.2 0 0.4 0),0.17328931756928562
(0 0.2 0 0 0.2 0 0.4 0.2),0.17330737706585334
(0 0.4 0 0 0 0.2 0.2 0.2),0.1740468299008391
(0 0.6000000000000001 0 0 0.2 0 0.2 0),0.17487818866005603
(0 0.4 0.2 0 0 0 0.2 0.2),0.1753350490526315
(0.2 0.8 0 0 0 0 0 0),0.17640804516704806
(0 0.6000000000000001 0 0 0 0 0.4 0),0.17659324180015287
(0 0.2 0 0.2 0 0 0.2 0.4),0.17709776964149493
(0 0.4 0 0 0.2 0 0 0.4),0.177106369183829
(0 0.4 0 0.2 0 0 0.4 0),0.177715536231884
(0 0.4 0 0 0 0.2 0.4 0),0.17779131045003813
(0 0.2 0 0 0 0.2 0.4 0.2),0.17826172082379874
(0 0.4 0 0.2 0 0 0 0.4),0.1788201067887109
(0 0.2 0 0 0.2 0 0.2 0.4),0.17911625069921186
(0 0.6000000000000001 0 0 0 0.2 0 0.2),0.17914691075514871
(0 0.6000000000000001 0 0.2 0 0 0 0.2),0.17974025934401208
(0 0.6000000000000001 0 0 0 0.2 0.2 0),0.1802523310450037
(0 0.2 0.2 0 0 0 0.4 0.2),0.18029249172540046
(0 0.6000000000000001 0.2 0 0 0 0 0.2),0.18042040901906942
(0 0 0 0 0 0 0.2 0.8),0.18075478413424884
(0.2 0.2 0 0 0 0 0.6000000000000001 0),0.18122250991456906
(0 0 0 0 0 0 1.0 0),0.18185954996186127
(0 0.4 0.2 0 0 0 0.4 0),0.18190830292906174
(0 0.2 0 0 0.2 0 0.6000000000000001 0),0.18201775387744712
(0 0.6000000000000001 0 0.2 0 0 0.2 0),0.18263947520976379
(0 0.4 0.2 0 0 0 0 0.4),0.18265371783676568
(0 0.2 0 0.2 0 0 0.6000000000000001 0),0.18291098855835236
(0 0.4 0 0 0 0.2 0 0.4),0.18295832189168548
(0 0.6000000000000001 0.2 0 0 0 0.2 0),0.1835055854279175
(0 0 0 0.2 0 0 0.6000000000000001 0.2),0.1842202120518688
(0 0.2 0.2 0 0 0 0.2 0.4),0.18431205257055686
(0 0.2 0 0 0 0 0 0.8),0.18431871853546924
(0 0 0 0.2 0 0 0.4 0.4),0.1846583432494279
(0 0.2 0 0 0 0.2 0.2 0.4),0.1847138474446987
(0 0.2 0 0 0 0.2 0.6000000000000001 0),0.18551301601830655
(0 0.8 0 0 0.2 0 0 0),0.1863052301042461
(0.2 0 0 0 0 0 0.4 0.4),0.1865818488619373
(0.2 0 0 0 0 0 0.6000000000000001 0.2),0.1875320724805492
(0 0 0 0 0.2 0 0.6000000000000001 0.2),0.18788445919145688
(0 0.8 0 0 0 0 0 0.2),0.18865913043478272
(0.2 0.2 0 0 0 0 0 0.6000000000000001),0.18946036772997701
(0 0.2 0.2 0 0 0 0.6000000000000001 0),0.18976991791609465
(0 0 0 0 0.2 0 0.4 0.4),0.18989016577676104
(0 0 0 0 0 0.2 0.6000000000000001 0.2),0.19118230358504956
(0 0.8 0 0 0 0.2 0 0),0.19208091533180782
(0 0.8 0 0 0 0 0.2 0),0.19353662090007656
(0 0 0.2 0 0 0 0.6000000000000001 0.2),0.19384639900839065
(0 0 0.2 0 0 0 0.4 0.4),0.1945959054004576
(0 0 0 0 0 0.2 0.4 0.4),0.19459653394355464
(0 0.8 0.2 0 0 0 0 0),0.19487723101449286
(0 0.2 0 0.2 0 0 0 0.6000000000000001),0.19512204424103735
(0 0 0 0.2 0 0 0.8 0),0.19609963691838295
(0 0.8 0 0.2 0 0 0 0),0.1963435850495805
(0.4 0.6000000000000001 0 0 0 0 0 0),0.1965858448482075
(0 0.2 0 0 0.2 0 0 0.6000000000000001),0.1978665980167811
(0.2 0 0 0 0 0 0.2 0.6000000000000001),0.19828074134096105
(0 0 0 0.2 0 0 0.2 0.6000000000000001),0.1984772234935161
(0 0 0 0 0.2 0 0.8 0),0.19851190795830148
(0.2 0.6000000000000001 0 0 0.2 0 0 0),0.19941730920264444
(0.2 0.6000000000000001 0 0.2 0 0 0 0),0.19943474481922197
(0.2 0 0 0 0 0 0.8 0),0.19992278701601815
(0 0 0 0 0 0.2 0.8 0),0.20077446224256296
(0 0.2 0.2 0 0 0 0 0.6000000000000001),0.20090058815255518
(0 0.2 0 0 0 0.2 0 0.6000000000000001),0.20328680396643772
(0.2 0.4 0 0.2 0 0 0.2 0),0.20359511601678124
(0.2 0.6000000000000001 0 0 0 0.2 0 0),0.2044400641479789
(0 0 0 0 0.2 0 0.2 0.6000000000000001),0.20463484057970996
(0 0 0.2 0 0 0 0.8 0),0.20479173425781835
(0.2 0.4 0 0.2 0 0 0 0.2),0.206971533713196
(0.2 0.4 0 0 0.2 0 0.2 0),0.20710376727536225
(0 0 0.2 0 0 0 0.2 0.6000000000000001),0.20762099681769627
(0.2 0.6000000000000001 0.2 0 0 0 0 0),0.20763527018916858
(0.4 0.4 0 0 0 0 0.2 0),0.20767823264378354
(0.4 0.4 0 0 0 0 0 0.2),0.2091436619649126
(0 0 0 0 0 0.2 0.2 0.6000000000000001),0.2092929580472924
(0.2 0.4 0 0 0 0.2 0.2 0),0.21086054088329523
(0 0.6000000000000001 0 0 0.4 0 0 0),0.21087447241291635
(0 0.6000000000000001 0 0.2 0.2 0 0 0),0.2113240045766591
(0.2 0.4 0 0 0.2 0 0 0.2),0.2119467242649379
(0 0.4 0 0.2 0.2 0 0.2 0),0.21318893770658537
(0 0 0 0 0 0 0 1.0),0.21424164759725386
(0.2 0.4 0.2 0 0 0 0.2 0),0.2148883380549198
(0.2 0.2 0 0.2 0 0 0.4 0),0.21581086811441633
(0 0.4 0 0 0.4 0 0.2 0),0.21585628273582505
(0 0.4 0 0.4 0 0 0.2 0),0.21608375591151752
(0.2 0.2 0 0.2 0 0 0.2 0.2),0.21608846591762007
(0 0.6000000000000001 0 0 0.2 0.2 0 0),0.21687496821764551
(0 0.6000000000000001 0 0.4 0 0 0 0),0.21701961861174676
(0.2 0.4 0 0 0 0.2 0 0.2),0.21704528114263913
(0 0.6000000000000001 0 0.2 0 0.2 0 0),0.2175335469107553
(0 0.6000000000000001 0.2 0 0.2 0 0 0),0.2180400363030765
(0.2 0.4 0.2 0 0 0 0 0.2),0.2181171079252481
(0 1.0 0 0 0 0 0 0),0.21833257055682687
