1880,0.547,9.24e-005,0.693,5.46e-005,0.113,0.14643333333333333,0.0353,0.597835,0.581
559,0.325,9.19e-006,0.918,0.000288,0.276,0.08038333333333333,0.071,0.477685,0.184
1337,0.399,8.8e-006,0.877,0.358,0.677,0.0903,0.0804,0.561755,0.254
1975,0.485,8.67e-005,0.911,0.0,0.092,0.09581666666666666,0.0355,0.44978,0.55
1313,0.17,8.53e-005,0.866,0.976,0.569,0.12173333333333333,0.101,0.587695,0.11
1629,0.649,8.45e-005,0.706,0.831,0.163,0.12014999999999999,0.031,0.6401600000000001,0.0744
1988,0.467,8.39e-005,0.794,0.00204,0.103,0.1029,0.0349,0.812175,0.577
1301,0.226,8.35e-006,0.553,0.0379,0.0728,0.15281666666666668,0.0546,0.6462749999999999,0.323
613,0.72,8.34e-005,0.748,0.0,0.11,0.12678333333333333,0.447,0.91032,0.555
1306,0.173,8.12e-005,0.927,0.23,0.229,0.087,0.0869,0.495655,0.183
1298,0.236,7.94e-006,0.981,0.874,0.325,0.043916666666666666,0.299,0.80057,0.129
530,0.351,7.79e-005,0.931,0.129,0.226,0.09576666666666668,0.0539,0.63197,0.604
749,0.597,7.59e-005,0.839,0.825,0.55,0.11606666666666668,0.0377,0.5449649999999999,0.199
1316,0.398,7.53e-005,0.974,0.0076,0.389,0.04705,0.16,0.649915,0.245
134,0.558,7.19e-005,0.642,0.00746,0.201,0.08676666666666667,0.0321,0.499885,0.492
930,0.286,6.89e-005,0.704,0.034,0.192,0.08533333333333333,0.0374,0.729215,0.185
1331,0.387,6.56e-005,0.967,0.226,0.337,0.05558333333333333,0.128,0.64952,0.0536
1315,0.401,6.49e-005,0.988,0.116,0.342,0.0684,0.192,0.77678,0.191
1684,0.505,6.04e-005,0.985,1.02e-005,0.351,0.07335,0.119,0.599965,0.267
1303,0.296,5.83e-005,0.983,0.146,0.508,0.04998333333333334,0.169,0.575015,0.231
1312,0.444,5.73e-005,0.943,0.00704,0.114,0.08258333333333333,0.09,0.599725,0.292
1335,0.455,5.4e-005,0.973,0.00193,0.365,0.07661666666666668,0.132,0.51038,0.448
1349,0.389,5.41e-006,0.985,0.954,0.305,0.04658333333333333,0.112,0.675095,0.0637
1342,0.458,5.32e-005,0.957,8.97e-005,0.364,0.10266666666666667,0.107,0.60003,0.154
1322,0.428,4.95e-005,0.997,0.955,0.253,0.059783333333333334,0.185,0.7499899999999999,0.0533
709,0.442,4.91e-005,0.797,0.293,0.0749,0.12253333333333334,0.0349,0.67509,0.274
1680,0.409,4.82e-005,0.992,2.03e-006,0.1,0.04671666666666666,0.108,0.749295,0.339
995,0.566,4.69e-006,0.869,0.309,0.0503,0.12689999999999999,0.0335,0.64974,0.656
881,0.479,4.61e-006,0.854,5.72e-005,0.372,0.10168333333333333,0.0405,0.680335,0.55
1327,0.261,4.58e-005,0.863,7.33e-006,0.329,0.11998333333333333,0.0721,0.541735,0.316
1348,0.162,4.55e-005,0.957,0.867,0.669,0.10381666666666667,0.147,0.48411000000000004,0.119
1310,0.472,4.42e-005,0.942,0.823,0.324,0.0659,0.0951,0.7500249999999999,0.186
1682,0.396,4.24e-005,0.912,0.631,0.124,0.06709999999999999,0.0856,0.629615,0.146
869,0.636,4.19e-005,0.864,0.887,0.104,0.1603,0.044,0.61986,0.611
1314,0.276,4.19e-005,0.919,0.181,0.479,0.06288333333333333,0.111,0.58019,0.149
555,0.683,4.06e-005,0.698,0.000113,0.058,0.10425,0.0395,0.629995,0.962
